time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-20T10:58:17.543Z,37.4769,137.3014,10,4.1,mb,34,91,1.177,0.44,us,us7000hcp5,2022-07-24T02:40:36.040Z,"55 km NNE of Nanao, Japan",earthquake,5.8,1.9,0.146,13,reviewed,us,us
2022-06-19T06:08:06.557Z,37.5046,137.3115,10,5.1,mww,158,89,1.194,0.37,us,us7000hihq,2022-08-28T03:18:38.040Z,"58 km NNE of Nanao, Japan",earthquake,5.3,1.8,0.052,36,reviewed,us,us
2022-06-20T01:31:33.148Z,37.4849,137.3302,5.71,4.9,mww,130,85,1.169,0.62,us,us7000himd,2022-08-28T03:19:03.040Z,"58 km NE of Nanao, Japan",earthquake,5.6,3.6,0.089,12,reviewed,us,us
2022-06-20T05:50:12.874Z,37.4985,137.3393,10,4.1,mb,30,92,1.176,0.52,us,us7000hjxa,2022-08-28T03:19:10.040Z,"59 km NNE of Nanao, Japan",earthquake,4.8,1.8,0.158,11,reviewed,us,us
2022-06-21T01:42:50.445Z,37.5012,137.2575,10,4.2,mb,34,90,1.218,0.52,us,us7000hivv,2022-08-28T03:19:28.040Z,"56 km NNE of Nanao, Japan",earthquake,6.3,1.9,0.152,12,reviewed,us,us
2022-10-01T02:40:06.723Z,36.3661,137.0386,264.173,4,mb,28,76,0.803,0.55,us,us6000iriv,2022-12-10T22:53:27.040Z,"23 km SSW of Yatsuomachi-higashikumisaka, Japan",earthquake,7.15,5.743,0.196,7,reviewed,us,us
2022-11-14T13:27:58.983Z,37.4099,137.2938,12.694,4.6,mb,70,88,1.129,0.53,us,us7000iplv,2023-01-28T19:58:14.040Z,"49 km NE of Nanao, Japan",earthquake,6.23,4.04,0.07,63,reviewed,us,us
2022-11-26T12:58:11.806Z,37.5496,137.2199,8.813,4.5,mb,37,90,1.274,0.38,us,us6000j62c,2023-02-05T23:24:01.040Z,"59 km NNE of Nanao, Japan",earthquake,5.11,4.077,0.163,18,reviewed,us,us
2022-11-30T08:07:01.407Z,37.4506,137.2007,10,4.6,mb,62,87,1.209,1.12,us,us6000j5qe,2023-02-05T23:25:29.040Z,"near the west coast of Honshu, Japan",earthquake,5.23,1.844,0.078,49,reviewed,us,us
2022-12-09T03:46:53.821Z,36.6897,137.5665,238.709,4.1,mb,34,77,0.533,0.45,us,us6000j82k,2023-02-11T23:03:19.040Z,"17 km E of Kamiichi, Japan",earthquake,7.93,4.952,0.131,16,reviewed,us,us
2023-01-06T04:44:03.427Z,37.4215,137.1761,10,4.8,mb,66,67,1.201,0.84,us,us7000j2gw,2023-03-11T22:51:42.040Z,"45 km NNE of Nanao, Japan",earthquake,5.65,1.8,0.049,131,reviewed,us,us
2023-01-12T21:13:58.958Z,37.4773,137.3197,9.206,4,mb,22,94,1.169,0.57,us,us7000j5u4,2023-03-20T06:04:02.040Z,"56 km NNE of Nanao, Japan",earthquake,2.66,4.59,0.183,8,reviewed,us,us
2023-03-28T18:48:14.471Z,37.5022,137.2608,2.976,4.2,mb,33,90,1.217,0.77,us,us6000k155,2023-06-03T22:06:12.040Z,"near the west coast of Honshu, Japan",earthquake,5.37,4.529,0.141,14,reviewed,us,us
2023-04-11T20:35:20.638Z,37.0589,137.1531,265.239,3.9,mb,73,69,0.987,0.61,us,us6000k3m1,2023-06-17T21:36:46.040Z,"near the west coast of Honshu, Japan",earthquake,7.83,4.95,0.078,48,reviewed,us,us
2023-05-05T05:42:04.365Z,37.5476,137.2994,10,6.2,mww,127,32,1.235,0.64,us,us6000k9mb,2023-08-01T03:01:15.072Z,"49 km NE of Anamizu, Japan",earthquake,8.07,1.833,0.061,26,reviewed,us,us
2023-05-05T05:53:36.934Z,37.5062,137.2324,10,4.8,mb,80,88,1.234,0.55,us,us6000kavf,2023-07-15T22:10:25.040Z,"42 km NE of Anamizu, Japan",earthquake,5.82,1.854,0.075,55,reviewed,us,us
2023-05-05T08:38:01.171Z,37.4752,137.3978,10,4.6,mb,69,92,1.13,0.73,us,us6000k9na,2023-07-15T22:09:48.040Z,"51 km ENE of Anamizu, Japan",earthquake,5.6,1.878,0.082,44,reviewed,us,us
2023-05-05T12:58:03.876Z,37.4872,137.2752,10,5.6,mwb,132,50,1.198,0.65,us,us6000k9rh,2023-07-15T22:09:52.040Z,"43 km NE of Anamizu, Japan",earthquake,5.23,1.83,0.029,115,reviewed,us,us
2023-05-05T14:18:49.958Z,37.5102,137.2187,9.873,4.4,mb,53,89,1.244,0.59,us,us6000k9t2,2023-07-15T22:09:56.040Z,"41 km NE of Anamizu, Japan",earthquake,5.46,4.394,0.102,28,reviewed,us,us
2023-05-08T20:14:17.486Z,37.5099,137.3075,5.996,4.9,mb,87,53,1.2,0.65,us,us6000kagl,2023-07-22T19:16:26.040Z,"47 km NE of Anamizu, Japan",earthquake,5.39,3.324,0.032,301,reviewed,us,us
2023-05-08T20:16:13.279Z,37.6125,137.537,9.603,4.3,mb,22,109,1.191,0.69,us,us6000kbf7,2023-07-22T19:17:04.040Z,"",earthquake,7.7,4.41,0.239,5,reviewed,us,us
2023-05-09T02:05:55.093Z,37.5219,137.39,10,4.4,mb,66,94,1.172,0.64,us,us6000kaih,2023-07-22T19:16:28.040Z,"53 km NE of Anamizu, Japan",earthquake,5.56,1.837,0.094,33,reviewed,us,us
2023-05-09T22:14:37.287Z,37.5372,137.2169,4.863,4.8,mww,209,87,1.266,0.5,us,us6000kaqu,2023-07-22T19:16:32.040Z,"43 km NE of Anamizu, Japan",earthquake,6.17,3.433,0.071,19,reviewed,us,us
2023-05-10T12:54:48.376Z,37.5921,137.2874,10,4.9,mww,86,91,1.276,0.73,us,us6000kau6,2023-07-22T19:16:37.040Z,"",earthquake,2.61,1.861,0.068,21,reviewed,us,us
2023-05-21T15:20:27.816Z,37.5373,137.3086,10,4.4,mb,19,103,1.222,0.78,us,us7000k488,2023-07-29T22:00:41.040Z,"49 km NE of Anamizu, Japan",earthquake,6.32,1.335,0.19,8,reviewed,us,us
2023-05-30T08:49:17.264Z,37.5033,137.4734,10,4.6,mb,55,94,1.12,1.07,us,us7000k4y8,2023-08-05T22:07:40.040Z,"58 km ENE of Anamizu, Japan",earthquake,5.96,1.846,0.073,56,reviewed,us,us
2023-09-28T14:29:47.648Z,37.4525,137.1593,10,4.4,mb,31,89,1.232,0.81,us,us6000lbdg,2023-12-09T22:00:40.040Z,"33 km NE of Anamizu, Japan",earthquake,6.11,1.865,0.143,14,reviewed,us,us
2024-01-01T07:06:05.619Z,37.5067,137.2389,10,5.5,mww,119,53,0.967,0.82,us,us6000m0xj,2024-01-02T07:13:24.096Z,"42 km NE of Anamizu, Japan",earthquake,3.77,1.827,0.093,11,reviewed,us,us
2024-01-01T07:10:09.692Z,37.4976,137.2416,10,7.5,mww,120,39,0.97,1.01,us,us6000m0xl,2024-01-02T11:46:27.758Z,"42 km NE of Anamizu, Japan",earthquake,5.43,1.831,0.047,43,reviewed,us,us
2024-01-01T07:18:42.037Z,37.1959,136.8697,10,6.2,mb,94,33,1.251,0.85,us,us6000m0xm,2024-01-02T07:28:54.732Z,"4 km SSW of Anamizu, Japan",earthquake,3.53,1.8,0.025,631,reviewed,us,us
2024-01-01T07:39:49.493Z,37.4928,137.4688,10,5.2,mb,68,93,0.83,0.8,us,us6000m0xn,2024-01-01T08:03:07.210Z,"58 km ENE of Anamizu, Japan",earthquake,4.67,1.75,0.044,170,reviewed,us,us
2024-01-01T07:48:14.897Z,37.2878,136.8928,10,4.9,mb,30,73,1.286,0.97,us,us6000m0xp,2024-01-01T08:42:35.040Z,"6 km N of Anamizu, Japan",earthquake,5.63,1.884,0.106,28,reviewed,us,us
2024-01-01T07:56:48.113Z,37.2969,136.9462,10,5.6,mww,103,71,1.256,1.18,us,us6000m0xt,2024-01-02T08:03:38.509Z,"8 km NNE of Anamizu, Japan",earthquake,5.51,1.842,0.098,10,reviewed,us,us
2024-01-01T08:02:45.362Z,37.5198,137.4592,10,5,mb,49,93,0.818,0.79,us,us6000m0xu,2024-01-01T08:17:49.040Z,"58 km ENE of Anamizu, Japan",earthquake,4.49,1.867,0.054,109,reviewed,us,us
2024-01-01T08:07:11.635Z,37.1111,136.6676,10,5.1,mb,67,60,1.356,1.02,us,us6000m0xw,2024-01-01T08:23:49.040Z,"24 km WSW of Anamizu, Japan",earthquake,3.97,1.809,0.038,230,reviewed,us,us
2024-01-01T08:17:47.180Z,37.4888,137.2466,10,4.8,mb,50,85,0.972,0.76,us,us6000m0xx,2024-01-01T08:44:12.040Z,"41 km NE of Anamizu, Japan",earthquake,5.92,1.865,0.074,56,reviewed,us,us
2024-01-01T08:22:11.402Z,37.4122,137.2656,10,4.9,mb,53,86,1.005,1.03,us,us6000m0xy,2024-01-01T08:38:44.040Z,"38 km ENE of Anamizu, Japan",earthquake,3.47,1.789,0.069,66,reviewed,us,us
2024-01-01T08:29:03.393Z,37.4782,137.5275,10,4.8,mb,46,98,0.806,0.81,us,us6000m0y1,2024-01-01T08:47:33.040Z,"57 km NNW of Itoigawa, Japan",earthquake,4.4,1.865,0.101,30,reviewed,us,us
2024-01-01T09:03:49.190Z,37.5575,137.3836,10,5.5,mb,104,88,0.843,0.78,us,us6000m0y9,2024-01-02T09:11:19.025Z,"55 km NE of Anamizu, Japan",earthquake,5.5,1.845,0.024,618,reviewed,us,us
2024-01-01T09:08:17.854Z,37.5249,137.4079,10,5.6,mb,116,50,0.847,0.88,us,us6000m0ya,2024-01-02T09:16:20.506Z,"55 km NE of Anamizu, Japan",earthquake,4.41,1.772,0.022,722,reviewed,us,us
2024-01-01T09:23:07.623Z,37.5162,137.3338,10,4.5,mb,27,89,0.899,0.71,us,us6000m0yc,2024-01-02T09:11:14.040Z,"49 km NE of Anamizu, Japan",earthquake,2.96,1.877,0.192,8,reviewed,us,us
2024-01-01T09:30:21.722Z,37.5256,137.3501,10,5.2,mb,102,86,0.883,0.75,us,us6000m0ye,2024-01-01T09:46:03.040Z,"51 km NE of Anamizu, Japan",earthquake,4.11,1.834,0.026,498,reviewed,us,us
2024-01-01T09:40:00.025Z,37.1519,136.6801,10,5,mb,68,61,1.364,0.89,us,us6000m0yf,2024-01-01T10:02:13.040Z,"21 km WSW of Anamizu, Japan",earthquake,5.3,1.838,0.031,375,reviewed,us,us
2024-01-01T09:49:15.522Z,37.551,137.3804,10,4.6,mb,52,91,0.849,0.87,us,us6000m0yh,2024-01-01T10:49:59.040Z,"55 km NE of Anamizu, Japan",earthquake,4.49,1.863,0.067,67,reviewed,us,us
2024-01-01T10:50:35.795Z,37.4879,137.3393,10,4.7,mb,33,90,0.913,1.03,us,us6000m0yw,2024-01-01T11:32:51.040Z,"48 km NE of Anamizu, Japan",earthquake,4.42,1.88,0.084,43,reviewed,us,us
2024-01-01T11:35:32.787Z,37.1787,136.6614,10,4.6,mb,52,73,1.389,0.95,us,us6000m0z3,2024-01-01T13:04:12.965Z,"22 km WSW of Anamizu, Japan",earthquake,6.23,1.863,0.046,141,reviewed,us,us
2024-01-01T12:20:46.764Z,37.4938,137.3807,10,4.2,mb,28,93,0.883,0.62,us,us6000m0z5,2024-01-01T12:50:47.040Z,"51 km NE of Anamizu, Japan",earthquake,3.56,1.693,0.141,14,reviewed,us,us
2024-01-01T12:48:32.027Z,37.5973,137.6788,10,4.4,mb,27,112,0.637,0.63,us,us6000m0z9,2024-01-01T14:06:57.040Z,"64 km NNW of Itoigawa, Japan",earthquake,3.04,1.916,0.139,15,reviewed,us,us
2024-01-01T12:54:28.961Z,37.126,136.6325,10,4.3,mb,26,79,1.388,1.23,us,us6000m0zj,2024-01-01T14:17:26.040Z,"26 km WSW of Anamizu, Japan",earthquake,5.64,1.895,0.178,9,reviewed,us,us
2024-01-01T13:10:57.590Z,37.3844,137.1729,10,4.5,mb,68,82,1.081,1.12,us,us6000m0zf,2024-01-01T15:04:20.040Z,"29 km NE of Anamizu, Japan",earthquake,2.45,1.865,0.081,45,reviewed,us,us
2024-01-01T14:19:29.241Z,37.4498,137.4778,10,4.4,mb,39,90,0.854,0.87,us,us6000m0zr,2024-01-01T16:02:39.040Z,"56 km ENE of Anamizu, Japan",earthquake,3.53,1.842,0.12,20,reviewed,us,us
2024-01-01T15:08:36.613Z,37.4952,137.3856,10,4.4,mb,39,92,0.879,0.91,us,us6000m101,2024-01-01T16:25:49.040Z,"51 km NE of Anamizu, Japan",earthquake,3.22,1.89,0.12,20,reviewed,us,us
2024-01-01T16:10:09.291Z,37.5786,137.7034,10,4.1,mb,23,105,0.636,0.48,us,us6000m10a,2024-01-01T17:20:04.040Z,"61 km NNW of Itoigawa, Japan",earthquake,2.53,1.928,0.151,12,reviewed,us,us
2024-01-01T17:33:30.047Z,37.5153,137.5244,10,4.5,mwr,87,96,0.782,1.04,us,us6000m10e,2024-01-01T18:07:42.040Z,"60 km NNW of Itoigawa, Japan",earthquake,4.76,1.835,0.078,16,reviewed,us,us
2024-01-01T17:52:10.066Z,37.2147,136.849,10,4.2,mb,19,67,1.275,0.64,us,us6000m10k,2024-01-01T19:30:41.040Z,"4 km WSW of Anamizu, Japan",earthquake,4.41,1.904,0.176,9,reviewed,us,us
2024-01-01T18:29:39.013Z,37.1443,136.8457,10,4.3,mb,13,86,1.243,0.99,us,us6000m10q,2024-01-01T19:38:54.040Z,"10 km SSW of Anamizu, Japan",earthquake,6.13,1.955,0.237,5,reviewed,us,us
2024-01-01T19:27:14.261Z,37.0884,136.6465,10,5,mb,61,60,1.362,0.85,us,us6000m110,2024-01-01T19:44:48.040Z,"25 km NNW of Hakui, Japan",earthquake,5.57,1.853,0.033,297,reviewed,us,us
2024-01-01T19:42:05.916Z,37.2223,136.6873,10,5.1,mb,49,62,1.391,0.98,us,us6000m113,2024-01-01T20:01:33.040Z,"18 km W of Anamizu, Japan",earthquake,5.38,1.855,0.053,115,reviewed,us,us
2024-01-01T22:13:26.874Z,37.0969,137.1217,10,4.2,mwr,47,70,1.028,0.61,us,us6000m11s,2024-01-01T22:43:31.040Z,"14 km ENE of Nanao, Japan",earthquake,4.16,1.856,0.075,17,reviewed,us,us
2024-01-01T22:27:02.017Z,37.3933,137.2082,10,4.2,mb,18,84,1.053,0.39,us,us6000m11t,2024-01-01T22:54:08.040Z,"32 km ENE of Anamizu, Japan",earthquake,2.55,1.924,0.176,9,reviewed,us,us
2024-01-02T00:14:23.405Z,37.4176,137.21,10,4.4,mwr,76,84,1.037,0.73,us,us6000m128,2024-01-02T00:45:50.040Z,"34 km NE of Anamizu, Japan",earthquake,1.93,1.844,0.066,22,reviewed,us,us
2024-01-02T01:17:33.365Z,37.2326,136.7879,10,5.4,mww,498,33,1.326,0.73,us,us6000m12f,2024-01-02T03:24:46.078Z,"9 km W of Anamizu, Japan",earthquake,4.57,1.804,0.069,20,reviewed,us,us
2024-01-02T06:57:54.695Z,37.1722,136.7973,10,4.8,mb,50,64,1.29,0.51,us,us6000m13h,2024-01-02T07:32:47.040Z,"11 km SW of Anamizu, Japan",earthquake,5.55,1.857,0.05,122,reviewed,us,us
2024-01-02T08:13:41.460Z,37.1336,136.7137,10.925,4.9,mb,51,62,1.332,0.66,us,us6000m13q,2024-01-02T08:46:17.040Z,"19 km SW of Anamizu, Japan",earthquake,4.8,4.503,0.039,203,reviewed,us,us
